"Species","Year","Rate","PARAMETER","param.descr","value"
"SWTH",2014,127.551325020675,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"SWTH",2014,127.551325020675,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.57
"SWTH",2014,127.551325020675,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.33
"SWTH",2014,127.551325020675,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.61
"SWTH",2014,127.551325020675,"WS2M","Wind Speed at 2 Meters (m/s) ",1.63
"SWTH",2014,127.551325020675,"WS10M","Wind Speed at 10 Meters (m/s) ",2.84
"SWTH",2014,127.551325020675,NA,"Populationpersons",1892984
"SWTH",2014,127.551325020675,NA,"Percapitapersonalincome",79055
"SWTH",2014,127.551325020675,NA,"Farmproprietorsincome",115041
"SWTH",2014,127.551325020675,NA,"Nonfarmproprietorsincome",10592419
"SWTH",2014,127.551325020675,NA,"Farmproprietorsemployment",800
"SWTH",2014,127.551325020675,NA,"Nonfarmproprietorsemployment",238672
"SWTH",2015,254.503387869774,"PRECTOT","Precipitation (mm day-1) ",302.7
"SWTH",2015,254.503387869774,"RH2M","Relative Humidity at 2 Meters (%) ",67.94
"SWTH",2015,254.503387869774,"T2M","Temperature at 2 Meters (C) ",15.1
"SWTH",2015,254.503387869774,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",22.42
"SWTH",2015,254.503387869774,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.76
"SWTH",2015,254.503387869774,"PS","Surface Pressure (kPa) ",98.83
"SWTH",2015,254.503387869774,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"SWTH",2015,254.503387869774,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.51
"SWTH",2015,254.503387869774,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.24
"SWTH",2015,254.503387869774,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.6
"SWTH",2015,254.503387869774,"WS2M","Wind Speed at 2 Meters (m/s) ",1.62
"SWTH",2015,254.503387869774,"WS10M","Wind Speed at 10 Meters (m/s) ",2.81
"SWTH",2015,254.503387869774,NA,"Populationpersons",1917481
"SWTH",2015,254.503387869774,NA,"Percapitapersonalincome",86188
"SWTH",2015,254.503387869774,NA,"Farmproprietorsincome",195080
"SWTH",2015,254.503387869774,NA,"Nonfarmproprietorsincome",11082780
"SWTH",2015,254.503387869774,NA,"Farmproprietorsemployment",798
"SWTH",2015,254.503387869774,NA,"Nonfarmproprietorsemployment",250472
"SWTH",2016,136.547015620151,"PRECTOT","Precipitation (mm day-1) ",643.39
"SWTH",2016,136.547015620151,"RH2M","Relative Humidity at 2 Meters (%) ",70.72
"SWTH",2016,136.547015620151,"T2M","Temperature at 2 Meters (C) ",14.55
"SWTH",2016,136.547015620151,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.6
"SWTH",2016,136.547015620151,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.24
"SWTH",2016,136.547015620151,"PS","Surface Pressure (kPa) ",98.86
"SWTH",2016,136.547015620151,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"SWTH",2016,136.547015620151,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.61
"SWTH",2016,136.547015620151,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.42
"SWTH",2016,136.547015620151,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"SWTH",2016,136.547015620151,"WS2M","Wind Speed at 2 Meters (m/s) ",1.69
"SWTH",2016,136.547015620151,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"SWTH",2016,136.547015620151,NA,"Populationpersons",1929581
"SWTH",2016,136.547015620151,NA,"Percapitapersonalincome",92505
"SWTH",2016,136.547015620151,NA,"Farmproprietorsincome",184309
"SWTH",2016,136.547015620151,NA,"Nonfarmproprietorsincome",11798880
"SWTH",2016,136.547015620151,NA,"Farmproprietorsemployment",774
"SWTH",2016,136.547015620151,NA,"Nonfarmproprietorsemployment",254901
"SWTH",2017,165.779959415378,"PRECTOT","Precipitation (mm day-1) ",716.61
"SWTH",2017,165.779959415378,"RH2M","Relative Humidity at 2 Meters (%) ",67.4
"SWTH",2017,165.779959415378,"T2M","Temperature at 2 Meters (C) ",14.75
"SWTH",2017,165.779959415378,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.92
"SWTH",2017,165.779959415378,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.37
"SWTH",2017,165.779959415378,"PS","Surface Pressure (kPa) ",98.81
"SWTH",2017,165.779959415378,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"SWTH",2017,165.779959415378,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.6
"SWTH",2017,165.779959415378,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.42
"SWTH",2017,165.779959415378,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.68
"SWTH",2017,165.779959415378,"WS2M","Wind Speed at 2 Meters (m/s) ",1.68
"SWTH",2017,165.779959415378,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"SWTH",2017,165.779959415378,NA,"Populationpersons",1933383
"SWTH",2017,165.779959415378,NA,"Percapitapersonalincome",100177
"SWTH",2017,165.779959415378,NA,"Farmproprietorsincome",166661
"SWTH",2017,165.779959415378,NA,"Nonfarmproprietorsincome",13496231
"SWTH",2017,165.779959415378,NA,"Farmproprietorsemployment",767
"SWTH",2017,165.779959415378,NA,"Nonfarmproprietorsemployment",263510
"WEFL",1996,528.015728128072,"PRECTOT","Precipitation (mm day-1) ",847.76
"WEFL",1996,528.015728128072,"RH2M","Relative Humidity at 2 Meters (%) ",68.96
"WEFL",1996,528.015728128072,"T2M","Temperature at 2 Meters (C) ",14.56
"WEFL",1996,528.015728128072,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.84
"WEFL",1996,528.015728128072,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.01
"WEFL",1996,528.015728128072,"PS","Surface Pressure (kPa) ",98.8
"WEFL",1996,528.015728128072,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.9
"WEFL",1996,528.015728128072,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.68
"WEFL",1996,528.015728128072,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.56
"WEFL",1996,528.015728128072,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"WEFL",1996,528.015728128072,"WS2M","Wind Speed at 2 Meters (m/s) ",1.71
"WEFL",1996,528.015728128072,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"WEFL",1996,528.015728128072,NA,"Populationpersons",1608695
"WEFL",1996,528.015728128072,NA,"Percapitapersonalincome",34005
"WEFL",1996,528.015728128072,NA,"Farmproprietorsincome",30198
"WEFL",1996,528.015728128072,NA,"Nonfarmproprietorsincome",4126742
"WEFL",1996,528.015728128072,NA,"Farmproprietorsemployment",1140
"WEFL",1996,528.015728128072,NA,"Nonfarmproprietorsemployment",176001
"WEFL",1997,394.15885076576,"PRECTOT","Precipitation (mm day-1) ",498.01
"WEFL",1997,394.15885076576,"RH2M","Relative Humidity at 2 Meters (%) ",68.92
"WEFL",1997,394.15885076576,"T2M","Temperature at 2 Meters (C) ",14.59
"WEFL",1997,394.15885076576,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",22.01
"WEFL",1997,394.15885076576,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.98
"WEFL",1997,394.15885076576,"PS","Surface Pressure (kPa) ",98.81
"WEFL",1997,394.15885076576,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",1
"WEFL",1997,394.15885076576,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.78
"WEFL",1997,394.15885076576,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.71
"WEFL",1997,394.15885076576,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.89
"WEFL",1997,394.15885076576,"WS2M","Wind Speed at 2 Meters (m/s) ",1.81
"WEFL",1997,394.15885076576,"WS10M","Wind Speed at 10 Meters (m/s) ",3.17
"WEFL",1997,394.15885076576,NA,"Populationpersons",1637414
"WEFL",1997,394.15885076576,NA,"Percapitapersonalincome",37053
"WEFL",1997,394.15885076576,NA,"Farmproprietorsincome",46862
"WEFL",1997,394.15885076576,NA,"Nonfarmproprietorsincome",4835677
"WEFL",1997,394.15885076576,NA,"Farmproprietorsemployment",1160
"WEFL",1997,394.15885076576,NA,"Nonfarmproprietorsemployment",174912
"WEFL",1998,319.301671165221,"PRECTOT","Precipitation (mm day-1) ",899.91
"WEFL",1998,319.301671165221,"RH2M","Relative Humidity at 2 Meters (%) ",74.22
"WEFL",1998,319.301671165221,"T2M","Temperature at 2 Meters (C) ",13.37
"WEFL",1998,319.301671165221,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",19.71
"WEFL",1998,319.301671165221,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.5
"WEFL",1998,319.301671165221,"PS","Surface Pressure (kPa) ",98.77
"WEFL",1998,319.301671165221,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"WEFL",1998,319.301671165221,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.67
"WEFL",1998,319.301671165221,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.51
"WEFL",1998,319.301671165221,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.73
"WEFL",1998,319.301671165221,"WS2M","Wind Speed at 2 Meters (m/s) ",1.72
"WEFL",1998,319.301671165221,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"WEFL",1998,319.301671165221,NA,"Populationpersons",1658960
"WEFL",1998,319.301671165221,NA,"Percapitapersonalincome",39600
"WEFL",1998,319.301671165221,NA,"Farmproprietorsincome",48424
"WEFL",1998,319.301671165221,NA,"Nonfarmproprietorsincome",5172508
"WEFL",1998,319.301671165221,NA,"Farmproprietorsemployment",1161
"WEFL",1998,319.301671165221,NA,"Nonfarmproprietorsemployment",182029
"WEFL",1999,347.460440411641,"PRECTOT","Precipitation (mm day-1) ",457.46
"WEFL",1999,347.460440411641,"RH2M","Relative Humidity at 2 Meters (%) ",67.86
"WEFL",1999,347.460440411641,"T2M","Temperature at 2 Meters (C) ",13.3
"WEFL",1999,347.460440411641,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.82
"WEFL",1999,347.460440411641,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",7.79
"WEFL",1999,347.460440411641,"PS","Surface Pressure (kPa) ",98.92
"WEFL",1999,347.460440411641,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.97
"WEFL",1999,347.460440411641,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.62
"WEFL",1999,347.460440411641,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.44
"WEFL",1999,347.460440411641,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.78
"WEFL",1999,347.460440411641,"WS2M","Wind Speed at 2 Meters (m/s) ",1.74
"WEFL",1999,347.460440411641,"WS10M","Wind Speed at 10 Meters (m/s) ",3.03
"WEFL",1999,347.460440411641,NA,"Populationpersons",1671498
"WEFL",1999,347.460440411641,NA,"Percapitapersonalincome",44124
"WEFL",1999,347.460440411641,NA,"Farmproprietorsincome",48078
"WEFL",1999,347.460440411641,NA,"Nonfarmproprietorsincome",5242916
"WEFL",1999,347.460440411641,NA,"Farmproprietorsemployment",1141
"WEFL",1999,347.460440411641,NA,"Nonfarmproprietorsemployment",175794
"WEFL",2000,268.516020561659,"PRECTOT","Precipitation (mm day-1) ",560.49
"WEFL",2000,268.516020561659,"RH2M","Relative Humidity at 2 Meters (%) ",70.42
"WEFL",2000,268.516020561659,"T2M","Temperature at 2 Meters (C) ",13.78
"WEFL",2000,268.516020561659,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.94
"WEFL",2000,268.516020561659,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.47
"WEFL",2000,268.516020561659,"PS","Surface Pressure (kPa) ",98.87
"WEFL",2000,268.516020561659,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.94
"WEFL",2000,268.516020561659,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.58
"WEFL",2000,268.516020561659,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.36
"WEFL",2000,268.516020561659,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"WEFL",2000,268.516020561659,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"WEFL",2000,268.516020561659,"WS10M","Wind Speed at 10 Meters (m/s) ",2.97
"WEFL",2000,268.516020561659,NA,"Populationpersons",1684947
"WEFL",2000,268.516020561659,NA,"Percapitapersonalincome",54686
"WEFL",2000,268.516020561659,NA,"Farmproprietorsincome",134262
"WEFL",2000,268.516020561659,NA,"Nonfarmproprietorsincome",5835942
"WEFL",2000,268.516020561659,NA,"Farmproprietorsemployment",1123
"WEFL",2000,268.516020561659,NA,"Nonfarmproprietorsemployment",172999
"WEFL",2001,283.939249109651,"PRECTOT","Precipitation (mm day-1) ",628.37
"WEFL",2001,283.939249109651,"RH2M","Relative Humidity at 2 Meters (%) ",68.31
"WEFL",2001,283.939249109651,"T2M","Temperature at 2 Meters (C) ",14.06
"WEFL",2001,283.939249109651,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.47
"WEFL",2001,283.939249109651,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.49
"WEFL",2001,283.939249109651,"PS","Surface Pressure (kPa) ",98.81
"WEFL",2001,283.939249109651,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"WEFL",2001,283.939249109651,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.7
"WEFL",2001,283.939249109651,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.57
"WEFL",2001,283.939249109651,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"WEFL",2001,283.939249109651,"WS2M","Wind Speed at 2 Meters (m/s) ",1.75
"WEFL",2001,283.939249109651,"WS10M","Wind Speed at 10 Meters (m/s) ",3.04
"WEFL",2001,283.939249109651,NA,"Populationpersons",1688082
"WEFL",2001,283.939249109651,NA,"Percapitapersonalincome",51385
"WEFL",2001,283.939249109651,NA,"Farmproprietorsincome",90187
"WEFL",2001,283.939249109651,NA,"Nonfarmproprietorsincome",8373294
"WEFL",2001,283.939249109651,NA,"Farmproprietorsemployment",1025
"WEFL",2001,283.939249109651,NA,"Nonfarmproprietorsemployment",163085
"WEFL",2002,142.502601905292,"PRECTOT","Precipitation (mm day-1) ",490.39
"WEFL",2002,142.502601905292,"RH2M","Relative Humidity at 2 Meters (%) ",68.08
"WEFL",2002,142.502601905292,"T2M","Temperature at 2 Meters (C) ",13.85
"WEFL",2002,142.502601905292,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.27
"WEFL",2002,142.502601905292,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.39
"WEFL",2002,142.502601905292,"PS","Surface Pressure (kPa) ",98.87
"WEFL",2002,142.502601905292,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.96
"WEFL",2002,142.502601905292,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.59
"WEFL",2002,142.502601905292,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.38
"WEFL",2002,142.502601905292,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.76
"WEFL",2002,142.502601905292,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"WEFL",2002,142.502601905292,"WS10M","Wind Speed at 10 Meters (m/s) ",2.96
"WEFL",2002,142.502601905292,NA,"Populationpersons",1669348
"WEFL",2002,142.502601905292,NA,"Percapitapersonalincome",48667
"WEFL",2002,142.502601905292,NA,"Farmproprietorsincome",62487
"WEFL",2002,142.502601905292,NA,"Nonfarmproprietorsincome",9089287
"WEFL",2002,142.502601905292,NA,"Farmproprietorsemployment",948
"WEFL",2002,142.502601905292,NA,"Nonfarmproprietorsemployment",167524
"WEFL",2003,350.474246097571,"PRECTOT","Precipitation (mm day-1) ",452.78
"WEFL",2003,350.474246097571,"RH2M","Relative Humidity at 2 Meters (%) ",69.45
"WEFL",2003,350.474246097571,"T2M","Temperature at 2 Meters (C) ",14.4
"WEFL",2003,350.474246097571,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.57
"WEFL",2003,350.474246097571,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.02
"WEFL",2003,350.474246097571,"PS","Surface Pressure (kPa) ",98.82
"WEFL",2003,350.474246097571,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.91
"WEFL",2003,350.474246097571,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.58
"WEFL",2003,350.474246097571,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.37
"WEFL",2003,350.474246097571,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"WEFL",2003,350.474246097571,"WS2M","Wind Speed at 2 Meters (m/s) ",1.66
"WEFL",2003,350.474246097571,"WS10M","Wind Speed at 10 Meters (m/s) ",2.91
"WEFL",2003,350.474246097571,NA,"Populationpersons",1663592
"WEFL",2003,350.474246097571,NA,"Percapitapersonalincome",49182
"WEFL",2003,350.474246097571,NA,"Farmproprietorsincome",51772
"WEFL",2003,350.474246097571,NA,"Nonfarmproprietorsincome",8707737
"WEFL",2003,350.474246097571,NA,"Farmproprietorsemployment",891
"WEFL",2003,350.474246097571,NA,"Nonfarmproprietorsemployment",180965
"WEFL",2004,317.233495165209,"PRECTOT","Precipitation (mm day-1) ",454.93
"WEFL",2004,317.233495165209,"RH2M","Relative Humidity at 2 Meters (%) ",68.56
"WEFL",2004,317.233495165209,"T2M","Temperature at 2 Meters (C) ",14.24
"WEFL",2004,317.233495165209,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.54
"WEFL",2004,317.233495165209,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.81
"WEFL",2004,317.233495165209,"PS","Surface Pressure (kPa) ",98.83
"WEFL",2004,317.233495165209,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"WEFL",2004,317.233495165209,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.66
"WEFL",2004,317.233495165209,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.5
"WEFL",2004,317.233495165209,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.77
"WEFL",2004,317.233495165209,"WS2M","Wind Speed at 2 Meters (m/s) ",1.73
"WEFL",2004,317.233495165209,"WS10M","Wind Speed at 10 Meters (m/s) ",3.02
"WEFL",2004,317.233495165209,NA,"Populationpersons",1663167
"WEFL",2004,317.233495165209,NA,"Percapitapersonalincome",50837
"WEFL",2004,317.233495165209,NA,"Farmproprietorsincome",45419
"WEFL",2004,317.233495165209,NA,"Nonfarmproprietorsincome",7251911
"WEFL",2004,317.233495165209,NA,"Farmproprietorsemployment",857
"WEFL",2004,317.233495165209,NA,"Nonfarmproprietorsemployment",192893
"WEFL",2005,435.962886430858,"PRECTOT","Precipitation (mm day-1) ",605.8
"WEFL",2005,435.962886430858,"RH2M","Relative Humidity at 2 Meters (%) ",70.67
"WEFL",2005,435.962886430858,"T2M","Temperature at 2 Meters (C) ",14.25
"WEFL",2005,435.962886430858,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.33
"WEFL",2005,435.962886430858,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.88
"WEFL",2005,435.962886430858,"PS","Surface Pressure (kPa) ",98.8
"WEFL",2005,435.962886430858,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"WEFL",2005,435.962886430858,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.56
"WEFL",2005,435.962886430858,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.34
"WEFL",2005,435.962886430858,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.67
"WEFL",2005,435.962886430858,"WS2M","Wind Speed at 2 Meters (m/s) ",1.65
"WEFL",2005,435.962886430858,"WS10M","Wind Speed at 10 Meters (m/s) ",2.89
"WEFL",2005,435.962886430858,NA,"Populationpersons",1675312
"WEFL",2005,435.962886430858,NA,"Percapitapersonalincome",53433
"WEFL",2005,435.962886430858,NA,"Farmproprietorsincome",34964
"WEFL",2005,435.962886430858,NA,"Nonfarmproprietorsincome",6863366
"WEFL",2005,435.962886430858,NA,"Farmproprietorsemployment",850
"WEFL",2005,435.962886430858,NA,"Nonfarmproprietorsemployment",196156
"WEFL",2006,191.854320786928,"PRECTOT","Precipitation (mm day-1) ",523.96
"WEFL",2006,191.854320786928,"RH2M","Relative Humidity at 2 Meters (%) ",70.24
"WEFL",2006,191.854320786928,"T2M","Temperature at 2 Meters (C) ",13.85
"WEFL",2006,191.854320786928,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.03
"WEFL",2006,191.854320786928,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.46
"WEFL",2006,191.854320786928,"PS","Surface Pressure (kPa) ",98.84
"WEFL",2006,191.854320786928,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.86
"WEFL",2006,191.854320786928,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.5
"WEFL",2006,191.854320786928,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.23
"WEFL",2006,191.854320786928,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.59
"WEFL",2006,191.854320786928,"WS2M","Wind Speed at 2 Meters (m/s) ",1.62
"WEFL",2006,191.854320786928,"WS10M","Wind Speed at 10 Meters (m/s) ",2.82
"WEFL",2006,191.854320786928,NA,"Populationpersons",1691159
"WEFL",2006,191.854320786928,NA,"Percapitapersonalincome",58389
"WEFL",2006,191.854320786928,NA,"Farmproprietorsincome",34981
"WEFL",2006,191.854320786928,NA,"Nonfarmproprietorsincome",7584723
"WEFL",2006,191.854320786928,NA,"Farmproprietorsemployment",829
"WEFL",2006,191.854320786928,NA,"Nonfarmproprietorsemployment",201926
"WEFL",2007,147.269380241358,"PRECTOT","Precipitation (mm day-1) ",278.14
"WEFL",2007,147.269380241358,"RH2M","Relative Humidity at 2 Meters (%) ",66.03
"WEFL",2007,147.269380241358,"T2M","Temperature at 2 Meters (C) ",13.74
"WEFL",2007,147.269380241358,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.5
"WEFL",2007,147.269380241358,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.06
"WEFL",2007,147.269380241358,"PS","Surface Pressure (kPa) ",98.91
"WEFL",2007,147.269380241358,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"WEFL",2007,147.269380241358,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.6
"WEFL",2007,147.269380241358,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.41
"WEFL",2007,147.269380241358,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.71
"WEFL",2007,147.269380241358,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"WEFL",2007,147.269380241358,"WS10M","Wind Speed at 10 Meters (m/s) ",2.97
"WEFL",2007,147.269380241358,NA,"Populationpersons",1712026
"WEFL",2007,147.269380241358,NA,"Percapitapersonalincome",62558
"WEFL",2007,147.269380241358,NA,"Farmproprietorsincome",32235
"WEFL",2007,147.269380241358,NA,"Nonfarmproprietorsincome",7385560
"WEFL",2007,147.269380241358,NA,"Farmproprietorsemployment",878
"WEFL",2007,147.269380241358,NA,"Nonfarmproprietorsemployment",217987
"WEFL",2008,331.431478678884,"PRECTOT","Precipitation (mm day-1) ",435.18
"WEFL",2008,331.431478678884,"RH2M","Relative Humidity at 2 Meters (%) ",65.88
"WEFL",2008,331.431478678884,"T2M","Temperature at 2 Meters (C) ",13.93
"WEFL",2008,331.431478678884,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.72
"WEFL",2008,331.431478678884,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.19
"WEFL",2008,331.431478678884,"PS","Surface Pressure (kPa) ",98.86
"WEFL",2008,331.431478678884,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.93
"WEFL",2008,331.431478678884,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.66
"WEFL",2008,331.431478678884,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.51
"WEFL",2008,331.431478678884,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.7
"WEFL",2008,331.431478678884,"WS2M","Wind Speed at 2 Meters (m/s) ",1.73
"WEFL",2008,331.431478678884,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"WEFL",2008,331.431478678884,NA,"Populationpersons",1740964
"WEFL",2008,331.431478678884,NA,"Percapitapersonalincome",61503
"WEFL",2008,331.431478678884,NA,"Farmproprietorsincome",32626
"WEFL",2008,331.431478678884,NA,"Nonfarmproprietorsincome",7518520
"WEFL",2008,331.431478678884,NA,"Farmproprietorsemployment",868
"WEFL",2008,331.431478678884,NA,"Nonfarmproprietorsemployment",217985
"WEFL",2009,335.706173927772,"PRECTOT","Precipitation (mm day-1) ",518.36
"WEFL",2009,335.706173927772,"RH2M","Relative Humidity at 2 Meters (%) ",67.84
"WEFL",2009,335.706173927772,"T2M","Temperature at 2 Meters (C) ",13.77
"WEFL",2009,335.706173927772,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.23
"WEFL",2009,335.706173927772,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.29
"WEFL",2009,335.706173927772,"PS","Surface Pressure (kPa) ",98.83
"WEFL",2009,335.706173927772,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"WEFL",2009,335.706173927772,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.6
"WEFL",2009,335.706173927772,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.4
"WEFL",2009,335.706173927772,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.76
"WEFL",2009,335.706173927772,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"WEFL",2009,335.706173927772,"WS10M","Wind Speed at 10 Meters (m/s) ",2.98
"WEFL",2009,335.706173927772,NA,"Populationpersons",1765137
"WEFL",2009,335.706173927772,NA,"Percapitapersonalincome",57097
"WEFL",2009,335.706173927772,NA,"Farmproprietorsincome",78208
"WEFL",2009,335.706173927772,NA,"Nonfarmproprietorsincome",8217456
"WEFL",2009,335.706173927772,NA,"Farmproprietorsemployment",855
"WEFL",2009,335.706173927772,NA,"Nonfarmproprietorsemployment",222801
"WEFL",2010,229.963128277023,"PRECTOT","Precipitation (mm day-1) ",741.15
"WEFL",2010,229.963128277023,"RH2M","Relative Humidity at 2 Meters (%) ",72.52
"WEFL",2010,229.963128277023,"T2M","Temperature at 2 Meters (C) ",13.32
